Liga,Klub,Link_Bezposredni
Hiszpania La Liga,CA Osasuna,https://drive.google.com/uc?export=view&id=1-F0f8OvhN35lVuWrXght6_z55lTIHOq1
Hiszpania La Liga,CA Osasuna,https://drive.google.com/uc?export=view&id=1V6UEmyK0u93AMkJVmT1DnKMIMADtBDLG
Hiszpania La Liga,CA Osasuna,https://drive.google.com/uc?export=view&id=1sg4LQCdhPLLmwfptP4udfY2HXHLb_rh_
Hiszpania La Liga,Getafe CF,https://drive.google.com/uc?export=view&id=1pzx4hYOOs2pEidt0MM2cHaZev7r2ybVm
Hiszpania La Liga,Getafe CF,https://drive.google.com/uc?export=view&id=135F8IwsxU8tJEdL_5ofSyxm_tamMVErB
Hiszpania La Liga,Getafe CF,https://drive.google.com/uc?export=view&id=1zfwQtW7BpRsPdeA6k7NgfVif8pN1V9ep
Hiszpania La Liga,Elche CF,https://drive.google.com/uc?export=view&id=14K6eaLBCaEbrr-P5BN1fPX3j8BirzchG
Hiszpania La Liga,Elche CF,https://drive.google.com/uc?export=view&id=1lSd-AxPg8ZYnBxzSQE8Tyli8By2f3flL
Hiszpania La Liga,Elche CF,https://drive.google.com/uc?export=view&id=1X9Oo2UFJRg5O0JMh0RIyY5BVuRC-nQt-
Hiszpania La Liga,Athletic Club,https://drive.google.com/uc?export=view&id=1Ca8kVmxPEZHdPehG-R609_5cHiXb5mCw
Hiszpania La Liga,Athletic Club,https://drive.google.com/uc?export=view&id=1Gywvw20NguxF30SckR0Y-dwn5MnD48kU
Hiszpania La Liga,Athletic Club,https://drive.google.com/uc?export=view&id=1J_Uqg8xZ91UN659ZN_WxTZx6KQx8STwE
Hiszpania La Liga,Athletic Club,https://drive.google.com/uc?export=view&id=1Wn1pq8ki2OnZmW-LgYaGt5K-ErbgnEnY
Hiszpania La Liga,Athletic Club,https://drive.google.com/uc?export=view&id=1ax1sITRsJDqbW84kjNCtNQaevyoT_git
Hiszpania La Liga,Celta Vigo,https://drive.google.com/uc?export=view&id=1Np43QoAnmiJJBBHNEWoYHOyw4GmVc3fq
Hiszpania La Liga,Celta Vigo,https://drive.google.com/uc?export=view&id=1ahlznJZrwPGsmu2qa3_9dB5Jy8ifpP9j
Hiszpania La Liga,Celta Vigo,https://drive.google.com/uc?export=view&id=1vtf_P-shbqYN2fF8fUjqjDgGnOW4sOe2
Hiszpania La Liga,FC Barcelona,https://drive.google.com/uc?export=view&id=1FH4at3YYOy2U2SQlZKa-ena1Z00K0TNx
Hiszpania La Liga,FC Barcelona,https://drive.google.com/uc?export=view&id=1ceCoH8WvoZbClkMNHISHOsW0bQznei5L
Hiszpania La Liga,FC Barcelona,https://drive.google.com/uc?export=view&id=1xssmvPiKXOMDq32bGvTSaaeHxL5gLq6C
Hiszpania La Liga,Girona FC,https://drive.google.com/uc?export=view&id=15qi3shaDVApIh6tKJQh1jEo8k1HZmVo6
